name,is_paid,price,students,num_lectures,level,content_duration,total_effort,published_on,subject,is_online,rating
javascript for absolute beginners - level two,True,30,424,9,intermediate,1.0,3.0,2016-09-20,web development,1,
how to create a real estate website with wordpress 2017,False,0,3782,11,beginner,1.5,4.5,2017-06-06,web development,0,
the complete html5 and css3 course - with 8 websites design,True,30,1551,78,mixed,7.5,22.5,2015-12-07,web development,1,4.1
introduction to modern programming with php,True,20,954,123,beginner,16.0,48.0,2015-08-27,web development,0,
html introduction course: learn html in 2 hours!!!,False,0,7304,28,mixed,2.0,6.0,2016-03-08,web development,1,4.5
learn html & css: how to start your web development career,False,0,15462,60,beginner,4.5,13.5,2015-09-29,web development,1,4.3
react vs angular vs vue.js by example,False,0,6958,30,beginner,3.5,10.5,2017-06-02,web development,1,4.6
create wordpress plugins,True,50,964,21,mixed,2.5,7.5,2016-04-08,web development,1,4.6
build and deploy a lamp server on aws,False,0,3571,8,beginner,1.0,3.0,2017-06-19,web development,1,4.6
build your own beautiful blog in wordpress + seo,True,200,2421,28,mixed,3.0,9.0,2015-11-25,web development,1,3.9
angularjs authentication: secure your app with auth0,False,0,21689,13,mixed,1.0,3.0,2016-04-01,web development,1,4.3
learn bootstrap 4 by example,False,0,5542,9,mixed,1.0,3.0,2017-06-12,web development,1,4.5
complete woocommerce plugin tutorial for wordpress 2017,False,0,7922,16,beginner,1.5,4.5,2017-01-27,web development,0,
how to build and make a wordpress website from scratch 2017,False,0,7055,24,mixed,2.0,6.0,2017-01-24,web development,1,4.5
docker for developers - newest version 1.12 with swarm mode,True,95,767,81,beginner,5.5,16.5,2016-07-22,web development,0,
angular material - quickstart,False,0,3766,14,beginner,0.7,2.1,2017-03-09,web development,0,
html and css for beginners - build a website & launch online,False,0,70773,50,mixed,6.0,18.0,2015-03-19,web development,1,4.5
"core: a web app reference guide for django, python, and more",True,195,2497,154,mixed,26.0,78.0,2014-05-29,web development,1,4.2
"json with java apis, jquery and json rest web services",True,95,799,41,beginner,6.0,18.0,2016-05-30,web development,1,4.1
bootstrap 4 quick start: code modern responsive websites,False,0,41478,13,mixed,3.0,9.0,2015-12-30,web development,1,4.4
learn symfony 3 framework by practical examples,True,125,867,48,mixed,4.0,12.0,2016-09-19,web development,1,3.9
"complete web development with html, css and javascript",False,0,2097,10,intermediate,2.0,6.0,2017-06-27,web development,1,4.3
web hosting introduction: how to publish your website online,False,0,5533,11,beginner,1.0,3.0,2015-02-09,web development,1,4.0
django for beginners,True,175,534,51,beginner,4.0,12.0,2016-08-23,web development,1,4.4
introduction to qgis python programming,True,85,197,28,beginner,3.5,10.5,2016-12-22,web development,0,
learning object-oriented javascript,True,75,533,23,intermediate,3.0,9.0,2015-02-17,web development,0,
bootstrap tutorial for beginners,True,20,1036,20,beginner,2.0,6.0,2016-02-21,web development,0,
learn bootstrap3 with multi purposes single page layout,False,0,4503,122,mixed,21.0,63.0,2016-02-16,web development,1,
html for beginners,False,0,8592,35,beginner,2.5,7.5,2013-07-20,web development,1,4.5
how to build wordpress themes: a web designer's guide,True,165,183,47,intermediate,5.5,16.5,2017-03-31,web development,1,4.0
xml dtd :basics for beginners,True,35,903,7,mixed,0.55,1.65,2016-09-26,web development,1,
learn to make an html 5 website with a video background,True,80,1236,14,mixed,0.5,1.5,2015-06-05,web development,1,
learn authentication with asp.net identity security 2017,True,50,305,13,mixed,2.0,6.0,2016-02-26,web development,0,
html and css foundations,False,0,1544,29,beginner,1.0,3.0,2017-06-23,web development,1,4.5
python web programming,True,100,1020,60,beginner,6.0,18.0,2015-07-01,web development,1,3.9
build a complete registration and login system using php mvc,True,80,325,106,mixed,5.0,15.0,2017-02-23,web development,1,4.4
es6 / ecmascript 6 for beginners an introduction,False,0,3227,21,intermediate,2.0,6.0,2017-06-22,web development,1,4.3
react for visual learners,True,20,659,26,mixed,3.5,10.5,2016-07-18,web development,0,
learn to create advance responsive websites with bootstrap,True,20,2528,30,mixed,2.0,6.0,2014-10-26,web development,1,3.3
master the art of web design with html & css,True,145,550,59,mixed,3.0,9.0,2016-12-28,web development,0,
sell courses on your own website - no coding required!,True,100,1032,21,mixed,1.0,3.0,2016-04-18,web development,1,4.0
implementing a data warehouse with sql server 2012,True,85,1142,90,mixed,5.0,15.0,2015-05-01,web development,1,4.4
learning 200 jquery functions with 800 examples,True,195,1766,118,mixed,18.5,55.5,2015-02-24,web development,1,4.3
create complete web applications easily with apex 5,True,30,912,81,intermediate,7.0,21.0,2015-07-14,web development,1,4.0
"learn gulp, the streaming build system",True,25,1305,16,mixed,1.5,4.5,2015-04-19,web development,1,3.8
perfect react js course - understand relevant details,True,200,653,25,beginner,1.0,3.0,2017-01-17,web development,1,3.9
create a classified website in 2 hours - guaranteed,True,50,3411,22,mixed,1.0,3.0,2013-11-09,web development,0,
learn html and css from scratch,False,0,11533,18,beginner,2.0,6.0,2016-02-19,web development,1,3.7
become a certified web developer - beginner to expert,True,200,3397,85,mixed,8.0,24.0,2015-04-06,web development,0,
complete bootstrap 4 course - build 3 projects,False,0,7865,36,mixed,5.0,15.0,2017-04-07,web development,1,4.2
up and running with phalcon,True,20,715,12,mixed,1.5,4.5,2016-11-10,web development,1,4.0
html : html awesomeness,True,25,988,27,beginner,0.6333333333333333,1.9,2016-08-17,web development,1,4.7
build crud application - php & mysql,False,0,4405,12,beginner,1.5,4.5,2017-05-04,web development,1,3.8
all you need to know about angularjs - training on angularjs,True,50,1936,53,mixed,5.0,15.0,2014-03-07,web development,1,4.1
psd to a creative landing page using twitter bootstrap 3,False,0,11666,20,beginner,4.0,12.0,2016-04-07,web development,0,
ready for production with spring boot actuator,True,55,361,49,intermediate,2.5,7.5,2017-01-05,web development,1,3.9
angularjs for beginners,False,0,30531,53,mixed,3.0,9.0,2015-06-30,web development,1,4.4
learning path: akka: building applications and microservices,True,200,88,55,intermediate,4.5,13.5,2017-05-04,web development,1,3.0
set up a localhost web server for faster website development,True,30,55,31,mixed,1.5,4.5,2017-06-12,web development,1,4.8
mastering meteor: reactive full stack javascript,True,95,494,37,expert,3.0,9.0,2015-12-10,web development,0,
build a professional wordpress website in an hour,True,20,1294,15,mixed,1.0,3.0,2014-12-31,web development,0,
build a file hosting/sharing site in less than 2 hours,True,20,976,13,mixed,1.5,4.5,2014-07-14,web development,1,4.0
introduction to java programming for online learners,True,200,1586,124,beginner,22.0,66.0,2013-04-17,web development,1,3.9
create full featured landing page in ruby on rails in 3 hour,True,30,1550,23,mixed,3.0,9.0,2015-05-15,web development,1,
how to create a  video blog with wordpress,True,25,1209,62,mixed,4.5,13.5,2016-03-29,web development,1,4.6
php for wordpress development,True,35,850,16,beginner,1.0,3.0,2016-04-12,web development,1,4.2
create a professional website without programming/coding,False,0,5421,20,mixed,1.5,4.5,2015-01-17,web development,0,
how to build an autocomplete system like google,True,30,255,9,mixed,1.0,3.0,2016-10-12,web development,0,
master emberjs : learn ember js from scratch,True,120,707,103,mixed,6.5,19.5,2015-07-10,web development,1,3.6
how to make a modern wordpress blog 2017! create your blog!,False,0,6856,19,beginner,2.0,6.0,2016-11-29,web development,1,3.7
learn top ten php frameworks by building projects,True,60,1007,87,mixed,17.5,52.5,2016-01-27,web development,1,4.1
how to make a video blog website from scratch w/ wordpress,False,0,12952,22,mixed,1.0,3.0,2015-10-21,web development,1,
build websites and apps by outsourcing,True,20,2299,22,mixed,2.0,6.0,2015-07-20,web development,1,4.5
learning path: web applications with spring and angular,True,200,19,33,expert,4.0,12.0,2017-06-28,web development,0,
learn ruby on rails by building projects,True,60,1736,47,mixed,13.0,39.0,2014-11-12,web development,1,
canvas image creator html5 javascript project from scratch,True,100,2195,35,intermediate,3.5,10.5,2016-03-06,web development,1,3.9
javascript essentials,False,0,47062,41,beginner,8.5,25.5,2016-01-20,web development,1,4.6
devtools 2017: the basics of chrome developer tools,False,0,4569,18,beginner,1.0,3.0,2017-04-14,web development,1,4.4
chrome extensions : develop 5 chrome extensions from scratch,False,0,3655,44,beginner,2.0,6.0,2017-03-30,web development,1,4.4
learn how to quickly build websites using wordpress,False,0,15715,28,mixed,3.5,10.5,2014-12-18,web development,1,4.4
advance unix : file processing: awk | sed | grep | cut | vim,True,75,578,84,expert,5.5,16.5,2017-01-27,web development,1,4.4
develop a professional onepage wordpress site with no coding,True,20,1747,13,beginner,1.5,4.5,2016-08-29,web development,1,
php specialist (2017 edition),True,100,197,53,beginner,3.5,10.5,2017-03-28,web development,1,4.6
python programming: create an digital marketplace in django,True,195,4198,161,mixed,26.0,78.0,2013-10-20,web development,1,4.5
create ajax chat app with php & mysql,True,45,540,19,beginner,1.0,3.0,2017-04-15,web development,1,3.6
mastering thymeleaf with spring,True,75,942,64,mixed,4.5,13.5,2016-02-05,web development,1,4.1
learn rails programming in less than 2 hours,True,35,2470,19,mixed,2.5,7.5,2015-09-23,web development,1,
wordpress backup & restore,True,95,478,18,mixed,1.5,4.5,2016-09-15,web development,1,4.7
learn javascript dynamic interactive projects for beginners,True,100,2558,36,beginner,3.0,9.0,2016-02-14,web development,1,4.0
build modern websites super fast,True,25,2178,19,mixed,1.5,4.5,2016-03-10,web development,0,
sap - learn sapui5 professional development,True,195,860,56,mixed,7.0,21.0,2016-04-25,web development,1,4.2
wordpress security,True,95,2888,24,mixed,2.5,7.5,2015-04-13,web development,1,4.1
learn html5 at your own pace. ideal for beginners,True,50,3026,67,mixed,7.0,21.0,2012-02-28,web development,1,4.5
build an amazon clone: nodejs + mongodb + stripe payment,True,20,2164,70,mixed,8.5,25.5,2016-01-08,web development,1,3.9
build real world websites from scratch using html5 and css3,True,195,10874,59,beginner,7.5,22.5,2016-01-25,web development,1,4.7
how to become an app developer,True,200,1935,10,beginner,1.0,3.0,2017-05-19,web development,1,
"modern javascript: building real-world, real-time apps",True,50,1871,60,intermediate,13.5,40.5,2016-03-30,web development,1,4.0
javascript introduction to object oriented javascript,True,90,7789,23,beginner,1.5,4.5,2015-10-01,web development,1,3.8
core html how to get online quickly html to html5,True,90,10394,34,beginner,3.5,10.5,2015-08-21,web development,1,3.8
building websites javascript and the dom,True,120,17759,37,beginner,3.0,9.0,2016-09-26,web development,1,3.7
complete login and registration system in php and mysql,True,200,4714,28,mixed,4.0,12.0,2015-07-16,web development,1,4.4
the complete e-commerce web developer course 5.0,True,195,3209,96,mixed,12.5,37.5,2016-09-13,web development,1,3.9
html5 canvas bootcamp for beginners 25 easy steps,True,120,14118,27,beginner,2.0,6.0,2016-03-01,web development,1,3.6
advanced html5 tutorial for web developers,True,50,11847,57,mixed,7.5,22.5,2012-10-17,web development,1,4.4
learn the basics of programming for marketers,True,55,11339,26,beginner,3.5,10.5,2015-04-21,web development,1,4.1
css for beginners,True,85,1156,28,beginner,2.5,7.5,2015-10-21,web development,1,4.5
grunt js: automate web development tasks and save your time,True,55,1534,18,mixed,1.5,4.5,2015-03-02,web development,1,4.1
mastering web and mobile debugging using chrome dev tools,True,195,1102,21,mixed,2.0,6.0,2016-01-29,web development,0,
html : beginner guide to html writing,True,20,783,13,beginner,0.6166666666666667,1.85,2016-07-28,web development,1,
build web apps using emberjs: the complete course,True,40,627,31,mixed,4.5,13.5,2015-12-10,web development,1,3.5
sharepoint 2013 development using c# - part i,True,50,891,119,mixed,8.5,25.5,2014-11-06,web development,1,4.7
sap crystal reports with asp.net (step by step),False,0,7484,5,beginner,1.0,3.0,2015-03-04,web development,0,
building responsive data visualizations with d3 js,True,85,876,28,mixed,2.0,6.0,2015-06-12,web development,0,
learn rails programming in less than 30 minute - lite,True,20,1235,7,mixed,0.6333333333333333,1.9,2016-01-06,web development,1,
sass - beginner crash course,True,25,1143,13,beginner,1.0,3.0,2015-02-12,web development,0,
angular 2 fundamentals for web developers,True,40,450,41,mixed,6.0,18.0,2016-04-14,web development,1,4.6
easily learn web development with drop & drag: optimizepress,True,20,1442,25,beginner,2.0,6.0,2015-01-23,web development,1,4.7
xml xslt - crash course for beginners,True,45,426,9,mixed,1.0,3.0,2017-02-19,web development,1,3.7
create your own successful online school to sell courses,True,95,2814,39,beginner,2.0,6.0,2014-11-18,web development,1,4.1
flask tutorial step by step,False,0,4645,19,intermediate,2.0,6.0,2017-02-28,web development,0,
ruby on rails a beginners guide,False,0,13130,88,beginner,6.5,19.5,2016-03-18,web development,1,4.3
mastering basic css selectors.,False,0,3933,14,beginner,3.0,9.0,2017-05-09,web development,0,
create a website similar to facebook from scratch!,True,25,2197,12,mixed,1.5,4.5,2016-02-09,web development,0,
comprehensive typescript,True,125,1318,51,mixed,4.5,13.5,2015-04-13,web development,1,3.4
"essential html, css & html5 training",True,50,1553,43,beginner,5.5,16.5,2015-04-12,web development,1,4.4
html 5 and css 3 - tricks and workarounds,True,80,2007,113,mixed,5.5,16.5,2016-02-18,web development,1,3.4
"how to register a domain, set up hosting, and edit web pages",True,45,1540,39,beginner,3.0,9.0,2015-05-21,web development,1,4.6
wordpress plugins treasure chest,True,25,1655,44,intermediate,3.0,9.0,2015-08-06,web development,1,4.2
practical understanding of php and mysql,False,0,12201,24,beginner,5.5,16.5,2016-07-06,web development,1,4.2
"angularjs for beginners, single-page applications made easy",True,200,1284,30,mixed,1.5,4.5,2014-11-18,web development,1,4.3
building a social network in php & mysql from scratch,True,50,869,78,mixed,14.0,42.0,2015-03-17,web development,0,
